iter	RMSE
188	22.35920253
189	22.35304347
190	22.34543605
191	22.33928257
192	22.33341261
193	22.32675631
194	22.31992962
195	22.31335781
196	22.30708338
197	22.30101189
198	22.29516746
199	22.28835922
200	22.28262931
201	22.27729378
202	22.27158996
203	22.26589871
204	22.26046514
205	22.25199477
206	22.24476108
207	22.23893751
208	22.23311164
209	22.22571814
210	22.21954381
211	22.21395691
212	22.20697007
213	22.20033023
214	22.19451365
215	22.18909655
216	22.18224424
217	22.17685391
218	22.16836306
219	22.16347199
220	22.15860922
221	22.15309943
222	22.14413296
223	22.13877123
224	22.12974088
225	22.12455472
226	22.11668072
227	22.11129169
228	22.10578403
229	22.08114625
230	22.07615855
231	22.06938192
232	22.05579979
233	22.05072916
234	22.01801189
235	22.0101166
236	22.00237	21.8538035
238	21.84595649
239	21.84090925
240	21.83422991
241	21.82907857
242	21.82162534
243	21.79480952
244	21.79000533
245	21.76697863
246	21.760214124247	21.74902606
248	21.7438594
249	21.72703266
250	21.72204172251	21.717007322252	21.71202407253	21.56011988
254	21.5505161
255	21.53877576
256	21.53174752
257	21.52677671
258	21.51983109
259	21.51144452
26260	21.6502919261	21.49138736
262	21.48215971
263	21.4749914
264	21.46637798
265	21.46143099
266	21.45447591
267	21.44189354
268	21.43699722
269	21.41575197
270	21.41097491
271	21.40634443
272	21.38261559
273	21.36089661
274	21.34916388
275	21.34433748
276	21.33952773
277	21.33477651
27278	21.468415827279	21.46433299
280	21.45949952
281	21.45283931
282	21.44820711
283	21.44105799
284	21.43338572
285	21.42894908
286	21.418358287287	21.413953288288	21.40719628289	21.386720829290	21.38214363
291	21.3756654
292	21.37109417
293	21.35219453
294	21.34164027
295	21.337649282296	21.330026582297	21.32379796298	21.15636005
299	21.13718019
300	21.12895719
301	21.12460401
302	21.12011677
303	21.11574868
304	21.10220279
305	21.09495948
306	21.09051507
307	21.07246746
3308	21.2366409
309	21.04539609
310	21.04099846
311	21.03637954
312	21.21344801
313	21.20932406
314	21.20348624
315	21.19909709
316	21.19502006
317	21.18879726
318	21.18307788
319	21.17869467
320	21.17448155
321	21.17035897
322	21.16622396
323	21.15197931
324	21.14769012
325	21.14006816
326	21.13588929
327	21.12526816
328	21.12118735
329	21.11711111
330	21.11194594
331	21.10801298
332	21.10187663
333	21.09763972
334	21.09401542
335	21.08657545
336	21.08078238
337	21.07658281
338	21.07238966
339	21.06866723
340	21.06443711
341	21.06039351
342	21.05006062
343	21.04422028
344	21.04024018
345	21.03650254
346	21.0327758
347	21.02174584
348	21.01206903
349	21.00793946
350	21.00430507
351	20.99821238
352	20.98135032
353	20.96019039
354	20.93967815
355	20.93555084
356	20.93144752
357	20.91566428
358	20.91176982
359	20.90798015
360	20.9040411
361	20.90020394
362	20.8832226
363	20.87902686
364	20.87346472
365	20.86710001
366	20.8610978
367	20.8551734
368	20.85127073
369	20.8448287
370	20.84079157
371	20.83676218
372	20.82375294
373	20.81677896
374	20.80540141
375	20.80138614
376	20.79778923
377	20.79387007
378	20.78421066
379	20.78021963
380	20.77656693
381	20.77259966
382	20.74721898
383	20.73865781
384	20.73480943
385	20.73112203
386	20.72733646
387	20.72364771
388	20.71990133
389	20.71620043
390	20.71230922
391	20.70104173
392	20.69719391
393	20.69331498
394	20.68999356
395	20.68614634
396	20.67229986
397	20.66665376
398	20.65935316
399	20.65549637
400	20.65163989
401	20.64822018
402	20.62654664
403	20.62271209
404	20.61913064
405	20.61553051
406	20.61172839
407	20.60809194
408	20.60257495
409	20.59898642
410	20.59519495
411	20.58943008
412	20.5847279
413	20.581192
414	20.57337984
415	20.56981022
416	20.56126386
417	20.55747647
418	20.54131398
419	20.53631164
420	20.5329501
421	20.52146643
422	20.51771565
423	20.51397289
424	20.51023623
425	20.50673799
426	20.50336019
427	20.49959844
428	20.48583452
429	20.48254425
430	20.46853545
431	20.46506941
432	20.46183344
433	20.45645808
434	20.45278355
435	20.43748647
436	20.43140468
437	20.42647626
438	20.42003064
439	20.4163194
440	20.41282141
441	20.40911083
442	20.40560199
443	20.38774454
444	20.38408592
445	20.37903349
446	20.37539705
447	20.37177359
448	20.36870876
449	20.36010761
450	20.3564873
451	20.35287475
452	20.34943339
453	20.34627935
454	20.33497199
455	20.33138569
456	20.32791703
457	20.32433798
458	20.31451958
459	20.31094686
460	20.30738094
461	20.30421014
462	20.30110765
463	20.28187878
464	20.27832091
465	20.27363135
466	20.27029959
467	20.26701796
468	20.26389365
469	20.24090376
470	20.23629353
471	20.22917208
472	20.21816057
473	20.2148888
474	20.2115669
475	20.20540153
476	20.20210874
477	20.19901255
478	20.19552364
479	20.18717925
480	20.18199861
481	20.17794717
482	20.16765227
483	20.15484896
484	20.15161035
485	20.14835884
486	20.14328128
487	20.13997843
488	20.13671145
489	20.13230258
490	20.1279753
491	20.12450832
492	20.12069312
493	20.11556943
494	20.10467956
495	20.10076948
496	20.09660947
497	20.0927008
498	20.08954039
499	20.07630743
500	20.07304038
501	20.06960837
502	20.0663458
503	20.06250557
504	20.05909246
505	20.05333622
506	20.04852479
507	20.04544283
508	20.04228561
509	20.02935298
510	20.02594279
511	20.02273064
512	20.01850374
513	20.01512942
514	20.00922274
515	20.0515	20.1516	19.516	20.09589163
517	20.0742773
518	20.07089236
519	20.05140982
520	20.04849039
521	20.04513758
522	20.04195578
523	20.03599566
524	20.0314898
525	20.0283022
526	20.0254527	19.92326655
528	19.91970276
529	19.91656768
530	19.91288541
531	19.90971978
532	19.90460466
533	19.8920973
534	19.88468937
535	19.88135965
536	19.87797616
537	19.87484724
538	19.87176744
539	19.86543042
540	19.86014159
541	19.84770335
542	19.8445667
543	19.8414949
544	19.83484019
545	19.83123646
546	19.82627126
547	19.82299421
548	19.81836305
549	19549	19.901550	19.81032908
551	19551	19.891552	19552	19.888553	19553	19.88488795
554	19.8818932
555	19.86556591
556	19.86247419
557	19.85923708
558	19.8561553
559	19.8437560	1560	19.8349561	1561	19.8204562	19.7554741
563	19.75235297
564	19.74859315
565	19.74541889
566	19.73837026
567	19.73515437
568	19.73018421
569	19.71464706
570	19.7114188
571	1571	19.78093419
572	19.77773945
573	19.77472588
574	19.77087954
575	19.76770279
576	19.76467021
577	19.761656
578	19.75877861
579	19.75338149
580	19.75021936
581	19.74706516
582	19.74403151
583	19.74104224
584	19.73808163
585	19.72367653
586	19.71329249
587	19.70497875
588	19.70183198
589	19.69869903
590	19.69557512
591	19.69240839
592	19.67672487
593	19.67359242
594	19.67023112
595	19.66619238
596	19.66286732
597	19.65265017
598	19.64840337
599	19.64549821
600	19.64238425
601	19.63931239
602	19.63622301
603	19.63299114
604	19.62978824
605	19.62070483
606	19.6067966
607	19.60373101
608	19.60079712
609	19.59783687
610	19.58637637
611	19.5759588
612	19.57297767
613	19.57008815
614	19.56615961
615	19.56331368
616	19.56023411
617	19.55569681
618	19.55268478
619	19.54061953
620	19.53762558
621	19.53119556
622	19.51842667
623	19.50686175
624	19.50386634
625	19.50105118
626	19.49809446
627	19.48882317
628	19.48603148
629	19.46211762
630	19.45730786
631	19.4543625
632	19.45173019
633	19.44779825
634	19.42120628
635	19.41815433
636	19.41526074
637	19.41223088
638	19.40721879
639	19.4043204
640	19.39846929
641	19.39544751
642	19.3850648
643	19.38222603
644	19.37925658
645	19.37658749
646	19.36028106
647	19.35164312
648	19.34682401
649	19.31586354
650	19.3052098
651	19.296665
652	19.29378956
653	19.28958839
654	19.28501355
655	19.28200028
656	19.27644645
657	19.27220566
658	19.26316186
659	19.2603819
660	19.25750459
661	19.25458879
662	19.25174753
663	19.24891363
664	19.23866951
665	19.23587306
666	19.23290151
667	19.22864791
668	19.226027
669	19.2234015
670	19.21159063
671	19.20862836
672	19.20583321
673	19.20288087
674	19.20001749
675	19.19707837
676	19.19428027
677	19.19154529
678	19.18669571
679	19.18376367
680	19.17940913
681	19.17645254
682	19.17375715
683	19.16601547
684	19.16309645
685	19.15159946
686	19.14727964
687	19.14436332
688	19.14045241
689	19.12797877
690	19.1233668
691	19.12044572
692	19.11755171
693	19.11482986
694	19.11052454
695	19.10794233
696	19.10341617
697	19.10070107
698	19.09780203
699	19.0949177
700	19.09202813
701	19.08914162
702	19.08507966
703	19.06989586
704	19.06702838
705	19.0520067
706	19.04912882
707	19.04590038
708	19.0416463
709	19.03892794
710	19.03580995
711	19.03315084
712	19.03027521
713	19.02004147
714	19.01721399
715	19.01466826
716	19.00982671
717	19.0061459
718	19.00368339
719	18.99724617
720	18.99445305
721	18.99160602
722	18.98876392
723	18.98607887
724	18.983247
725	18.98041395
726	18.97780395
727	18.97513807
728	18.97148874
729	18.96871194
730	18.96589534
731	18.96331927
732	18.96069202
733	18.95788994
734	18.95530424
735	18.95219863
736	18.94139755
737	18.93859702
738	18.9346937
739	18.91923388
740	18.91648281
741	18.90787694
742	18.90524506
743	18.9024617
744	18.87990319
745	18.87709959
746	18.86462271
747	18.84932881
748	18.84442951
749	18.83842058
750	18.8356214
751	18.83303434
752	18.82892027
753	18.82004278
754	18.81726585
755	18.81449205
756	18.79398902
757	18.79121757
758	18.78886358
759	18.78610981
760	18.76273107
761	18.75997133
762	18.75742112
763	18.7546716
764	18.75201534
765	18.73920857
766	18.73663768
767	18.72844899
768	18.72570719
769	18.71734425
770	18.71460708
771	18.71187501
772	18.70915721
773	18.70445697
774	18.70189107
775	18.69486466
776	18.69215014
777	18.68906142
778	18.68638919
779	18.67577586
780	18.67307434
781	18.67054329
782	18.66033686
783	18.65764358
784	18.65070314
785	18.64801984
786	18.64533082
787	18.64263937
788	18.63879637
789	18.63628275
790	18.63360652
791	18.63093435
792	18.62849846
793	18.62589003
794	18.62340375
795	18.62091103
796	18.61858421
797	18.61592969
798	18.60876125
799	18.58958906
800	18.58691557
801	18.5755898
802	18.5731758
803	18.57052552
804	18.56258634
805	18.55860485
806	18.55595673
807	18.54767101
808	18.53841312
809	18.53334603
810	18.53076648
811	18.52812946
812	18.52340934
813	18.52095841
814	18.5118256
815	18.50259131
816	18.49990416
817	18.49726939
818	18.49464393
819	18.49077098
820	18.48831494
821	18.48561393
822	18.48299045
823	18.47935476
824	18.47673679
825	18.47423418
826	18.47162867
827	18.46909583
828	18.46686039
829	18.46440216
830	18.45495326
831	18.4523594
832	18.44118902
833	18.43713586
834	18.43503291
835	18.43268806
836	18.42886174
837	18.42627023
838	18.41651703
839	18.41393576
840	18.40681324
841	18.40434017
842	18.40183659
843	18.39926133
844	18.3947938
845	18.37800573
846	18.37315104
847	18.37064318
848	18.36161824
849	18.35905039
850	18.35648564
851	18.34106098
852	18.33431568
853	18.33190312
854	18.32888642
855	18.32650467
856	18.32280064
857	18.3165891
858	18.29502678
859	18.28421382
860	18.28165189
861	18.27835025
862	18.27594469
863	18.272048
864	18.26950575
865	18.26731724
866	18.25699212
867	18.2548715
868	18.25251891
869	18.24860975
870	18.23569916
871	18.22898644
872	18.22644525
873	18.22410608
874	18.22170864
875	18.2108451
876	18.20839198
877	18.20480463
878	18.2022008
879	18.19866743
880	18.19423438
881	18.19171327
882	18.18918991
883	18.18667512
884	18.18416738
885	18.18198033
886	18.17851384
887	18.16719184
888	18.16296364
889	18.16045379
890	18.15795004
891	18.15552305
892	18.1530278
893	18.15053777
894	18.14702315
895	18.14407389
896	18.14157801
897	18.12669763
898	18.11480612
899	18.11231901
900	18.11001586
901	18.10393952
902	18.10145444
903	18.09295632
904	18.08267211
905	18.08027677
906	18.07798525
907	18.06923928
908	18.0667668
909	18.06459534
910	18.06212663
911	18.05965399
912	18.05754827
913	18.05484353
914	18.05249495
915	18.05015346
916	18.04034995
917	18.03212626
918	18.02865273
919	18.02529606
920	18.02282616
921	18.02038533
922	18.0182716
923	18.01590919
924	18.01328054
925	18.0110211
926	18.00167485
927	17.99157992
928	17.9807195
929	17.97216927
930	17.96428067
931	17.96227123
932	17.95205535
933	17.94969424
934	17.94439837
935	17.94051383
936	17.9303972
937	17.92794909
938	17.92550689
939	17.92306763
940	17.92061465
941	17.91829295
942	17.91402066
943	17.90686182
944	17.90451392
945	17.90208777
946	17.89984433
947	17.8974079
948	17.89500434
949	17.89254335
950	17.89021693
951	17.88763207
952	17.8838781
953	17.88147541
954	17.87903949
955	17.87688148
956	17.87366137
957	17.87144262
958	17.86913739
959	17.86681473
960	17.86465013
961	17.85930401
962	17.85691613
963	17.85014719
964	17.84776129
965	17.8411992
966	17.83797585
967	17.83584403
968	17.83346327
969	17.83108512
970	17.82884865
971	17.82469983
972	17.82120548
973	17.81846362
974	17.81632529
975	17.81422378
976	17.80304108
977	17.80085228
978	17.79847478
979	17.79610458
980	17.78960046
981	17.78724134
982	17.78507137
983	17.78271753
984	17.77668826
985	17.77433215
986	17.77198081
987	17.76848197
988	17.76422427
989	17.76206531
990	17.75990712
991	17.75467332
992	17.75146523
993	17.74910911
994	17.74686402
995	17.74454643
996	17.74236133
997	17.74012749
998	17.73374428
999	17.73085903

58968657
